Steps,Policy/Entropy,Environment/Lesson,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,3.2958114,0.0,0.043640096,2930.25,1.1500000357627869,1.1500000357627869,1.0
20000,3.2958133,0.0,0.04779906,2999.0,1.350000023841858,1.350000023841858,1.0
30000,3.2958114,0.0,0.055097688,2543.0,0.9400000452995301,0.9400000452995301,1.0
40000,3.2958117,0.0,0.06269228,2549.25,2.0249725580215454,2.0249725580215454,1.0
50000,3.2958126,0.0,0.055142034,2080.6666666666665,1.2061552703380585,1.2061552703380585,1.0
60000,3.2958114,0.0,0.052678946,1868.2857142857142,0.4489331841468811,0.4489331841468811,1.0
70000,3.2958088,0.0,0.054059625,2387.3333333333335,1.9038202961285908,1.9038202961285908,1.0
80000,3.2958117,0.0,0.05283708,2790.0,1.2500000596046448,1.2500000596046448,1.0
90000,3.29581,0.0,0.054592866,2283.3333333333335,0.9598395228385925,0.9598395228385925,1.0
100000,3.2958117,0.0,0.053132832,2999.0,1.0500000417232513,1.0500000417232513,1.0
110000,3.2958117,0.0,0.053176858,1453.888888888889,1.7040735416942172,1.7040735416942172,1.0
120000,3.2958126,0.0,0.05116614,2105.6666666666665,0.9299315015474955,0.9299315015474955,1.0
130000,3.295811,0.0,0.045156512,2061.25,0.9700542449951172,0.9700542449951172,1.0
140000,3.2958121,0.0,0.05065264,2999.0,1.275000050663948,1.275000050663948,1.0
150000,3.2958102,0.0,0.05347695,2046.3333333333333,1.4659354488054912,1.4659354488054912,1.0
160000,3.295812,0.0,0.05087989,2799.0,0.5666667024294535,0.5666667024294535,1.0
170000,3.2958117,0.0,0.039766848,2999.0,0.9000000357627869,0.9000000357627869,1.0
180000,3.2958097,0.0,0.050629754,2999.0,1.5000000596046448,1.5000000596046448,1.0
190000,3.2958117,0.0,0.05302952,2050.8,0.6356783390045166,0.6356783390045166,1.0
200000,3.2958126,0.0,0.052025575,2999.0,0.8000000317891439,0.8000000317891439,1.0
210000,3.2958107,0.0,0.052583326,2659.0,1.3733720541000367,1.3733720541000367,1.0
220000,3.295814,0.0,0.0477606,2876.25,1.7545568148295085,1.7545568148295085,1.0
230000,3.2958105,0.0,0.053926166,2572.0,1.7568077743053436,1.7568077743053436,1.0
240000,3.2958117,0.0,0.05009898,2408.6,1.240000033378601,1.240000033378601,1.0
250000,3.2958114,0.0,0.054119527,2999.0,2.5500000715255737,2.5500000715255737,1.0
260000,3.295811,0.0,0.059119444,2646.25,0.792214322090149,0.792214322090149,1.0
270000,3.2958095,0.0,0.05615388,1845.8333333333333,0.8137744903564453,0.8137744903564453,1.0
280000,3.2958117,0.0,0.04270432,2999.0,2.1000000834465027,2.1000000834465027,1.0
290000,3.2958114,0.0,0.053170685,1913.4,1.4015329480171204,1.4015329480171204,1.0
300000,3.2958114,0.0,0.053451885,2669.0,1.909985327720642,1.909985327720642,1.0
310000,3.2958117,0.0,0.04962193,2421.6,1.215616688132286,1.215616688132286,1.0
320000,3.29581,0.0,0.052222095,2172.0,0.5750000327825546,0.5750000327825546,1.0
330000,3.2958105,0.0,0.055809855,2008.25,0.7200000286102295,0.7200000286102295,1.0
340000,3.2958112,0.0,0.05546686,2999.0,1.7000000476837158,1.7000000476837158,1.0
350000,3.2958126,0.0,0.04334551,1788.142857142857,1.2639655669530232,1.2639655669530232,1.0
360000,3.295812,0.0,0.046225213,2431.0,1.4669984132051468,1.4669984132051468,1.0
370000,3.295811,0.0,0.05120092,2999.0,0.8250000327825546,0.8250000327825546,1.0
380000,3.2958114,0.0,0.052734427,2999.0,1.2000000476837158,1.2000000476837158,1.0
390000,3.2958117,0.0,0.047413636,2999.0,1.7000000476837158,1.7000000476837158,1.0
400000,3.29581,0.0,0.058753498,2999.0,1.3000000317891438,1.3000000317891438,1.0
410000,3.2958107,0.0,0.04803353,2635.8,1.4411054968833923,1.4411054968833923,1.0
420000,3.2958114,0.0,0.04990446,2999.0,2.50000007947286,2.50000007947286,1.0
430000,3.2958102,0.0,0.058193184,2264.5,0.7660122513771057,0.7660122513771057,1.0
440000,3.2958095,0.0,0.04479947,2912.3333333333335,1.5289456446965535,1.5289456446965535,1.0
450000,3.295811,0.0,0.053891644,2999.0,0.7500000298023224,0.7500000298023224,1.0
460000,3.2958095,0.0,0.05375147,2426.0,1.1800000190734863,1.1800000190734863,1.0
470000,3.2958097,0.0,0.052758973,2188.5,1.51927716533343,1.51927716533343,1.0
480000,3.2958128,0.0,0.045681916,2999.0,2.300000091393789,2.300000091393789,1.0
490000,3.2958117,0.0,0.045401257,1737.75,0.7563580989837646,0.7563580989837646,1.0
500000,3.2958121,0.0,0.056238733,2704.6,0.9381326198577881,0.9381326198577881,1.0
510000,3.2958128,0.0,0.04969222,2999.0,1.9500000774860382,1.9500000774860382,1.0
520000,3.2908742,0.0,0.055475034,2021.888888888889,0.1666666865348816,0.1666666865348816,1.0
530000,3.2900257,0.0,0.062313024,2999.0,1.2042074714388167,1.2042074714388167,1.0
540000,3.288857,0.0,0.06745393,1382.2,2.499110589424769,2.499110589424769,1.0
550000,3.288991,0.0,0.06574662,2074.0,3.308438857396444,3.308438857396444,1.0
560000,3.2889686,0.0,0.06319137,2664.2,2.4200000524520875,2.4200000524520875,1.0
570000,3.2886674,0.0,0.0623662,2142.3333333333335,2.654439461231232,2.654439461231232,1.0
580000,3.2893178,0.0,0.061451208,1966.75,1.6313146352767944,1.6313146352767944,1.0
590000,3.289163,0.0,0.06604641,2395.6666666666665,1.9000000804662704,1.9000000804662704,1.0
600000,3.2890348,0.0,0.06133827,2656.6,2.0404069423675537,2.0404069423675537,1.0
610000,3.2890162,0.0,0.06373113,1539.6,1.9507026195526123,1.9507026195526123,1.0
620000,3.2893572,0.0,0.06874217,1751.2857142857142,1.7233889954430717,1.7233889954430717,1.0
630000,3.2895381,0.0,0.06541502,1803.8,1.8383703589439393,1.8383703589439393,1.0
640000,3.2888315,0.0,0.067513965,1863.2,2.238636648654938,2.238636648654938,1.0
650000,3.2893615,0.0,0.06302212,2999.0,3.399999996026357,3.399999996026357,1.0
660000,3.2891986,0.0,0.06359636,1801.5,1.951827543122428,1.951827543122428,1.0
670000,3.2896912,0.0,0.06524464,2118.0,1.9592370837926865,1.9592370837926865,1.0
680000,3.2890375,0.0,0.068849266,1397.4,1.2338258266448974,1.2338258266448974,1.0
690000,3.2893515,0.0,0.0617023,2453.75,2.1253992199897764,2.1253992199897764,1.0
700000,3.289003,0.0,0.061568346,2540.2,2.0661659091711044,2.0661659091711044,1.0
710000,3.2890823,0.0,0.06371706,1256.1666666666667,1.4968811472256978,1.4968811472256978,1.0
720000,3.2893367,0.0,0.062492598,2268.5,1.5547970056533813,1.5547970056533813,1.0
730000,3.2891998,0.0,0.068258815,1530.5714285714287,1.7682704755238123,1.7682704755238123,1.0
740000,3.2898822,0.0,0.06229808,2226.0,1.5376254677772523,1.5376254677772523,1.0
750000,3.289409,0.0,0.06337292,2198.75,1.638466700911522,1.638466700911522,1.0
760000,3.2891068,0.0,0.062853724,2735.75,1.4666667381922405,1.4666667381922405,1.0
770000,3.2897224,0.0,0.064530775,2691.0,1.5027138789494832,1.5027138789494832,1.0
780000,3.2892807,0.0,0.05823457,2821.3333333333335,1.1000000536441803,1.1000000536441803,1.0
790000,3.2890725,0.0,0.06298089,2646.4,1.1600000500679015,1.1600000500679015,1.0
800000,3.2894294,0.0,0.058114268,2999.0,1.6000000437100728,1.6000000437100728,1.0
810000,3.2894163,0.0,0.06380427,2121.25,2.154066801071167,2.154066801071167,1.0
820000,3.2894337,0.0,0.06406059,2405.2,3.002335339784622,3.002335339784622,1.0
830000,3.2892835,0.0,0.061352897,2056.3333333333335,2.9557862877845764,2.9557862877845764,1.0
840000,3.2889512,0.0,0.058654245,2474.6,1.6860259652137757,1.6860259652137757,1.0
850000,3.2892916,0.0,0.056929372,2443.25,1.235249102115631,1.235249102115631,1.0
860000,3.2896268,0.0,0.060996007,2995.3333333333335,1.4500000774860382,1.4500000774860382,1.0
870000,3.28872,0.0,0.064720154,1892.5,1.2709593415260314,1.2709593415260314,1.0
880000,3.2893825,0.0,0.061179638,2589.4,2.2964924573898315,2.2964924573898315,1.0
890000,3.2894125,0.0,0.062651604,2106.4,1.1267189502716064,1.1267189502716064,1.0
900000,3.2888753,0.0,0.06260277,2830.75,2.4747926195462546,2.4747926195462546,1.0
910000,3.289228,0.0,0.06309714,2999.0,2.3000000516573587,2.3000000516573587,1.0
920000,3.2890573,0.0,0.064831816,2271.4,1.655513298511505,1.655513298511505,1.0
930000,3.2891536,0.0,0.061914057,2949.25,2.750000014901161,2.750000014901161,1.0
940000,3.2893057,0.0,0.062220063,1546.1666666666667,0.9262661238511404,0.9262661238511404,1.0
950000,3.289069,0.0,0.06652426,2592.0,2.1968406438827515,2.1968406438827515,1.0
960000,3.2892706,0.0,0.06332417,2493.8,2.2584800819555917,2.2584800819555917,1.0
970000,3.289165,0.0,0.061668932,2999.0,2.400000035762787,2.400000035762787,1.0
980000,3.2890685,0.0,0.06631192,2032.6666666666667,2.941533401608467,2.941533401608467,1.0
990000,3.2893195,0.0,0.06048866,2333.75,2.3217663764953613,2.3217663764953613,1.0
1000000,3.2890484,0.0,0.061619915,2999.0,1.3000000516573589,1.3000000516573589,1.0
1010000,3.2886038,0.0,0.06338801,2014.2,2.1656044483184815,2.1656044483184815,1.0
1020000,3.289172,0.0,0.06251463,2064.6666666666665,2.0166433354218802,2.0166433354218802,1.0
1030000,3.2792206,0.0,0.06642628,2310.3,1.5051421046257019,1.5051421046257019,1.0
1040000,3.2733538,0.0,0.07528556,None,2.725000098347664,2.725000098347664,1.0
1050000,3.275594,0.0,0.07347047,1231.0,2.945565124352773,2.945565124352773,1.0
