Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
240000,3.245289,546.8275862068965,1203.7269074453104,-0.01992686,-0.09452546270270097,-0.09452546270270097,1.0
250000,3.2568383,599.0,1203.7269074453104,-0.017979676,0.0,0.0,1.0
260000,3.2379997,599.0,1203.7269074453104,-0.017684778,0.0,0.0,1.0
270000,3.240296,592.5172413793103,1203.7269074453104,-0.016949007,-0.058823529411764705,-0.058823529411764705,1.0
280000,3.2500107,571.0952380952381,1203.7269074453104,-0.016335389,0.0,0.0,1.0
290000,3.2422738,422.0,1203.7269074453104,-0.014413004,0.05431481533580356,0.05431481533580356,1.0
300000,3.242611,598.3928571428571,1203.7269074453104,-0.013448007,-0.05707676971659941,-0.05707676971659941,1.0
310000,3.2440934,599.0,1203.7269074453104,-0.013765369,0.0,0.0,1.0
320000,3.2385733,379.5,1203.7269074453104,-0.008760218,-0.014481580919689603,-0.014481580919689603,1.0
330000,3.2364523,595.7777777777778,1203.7269074453104,-0.0089264475,0.008532369838041417,0.008532369838041417,1.0
340000,3.2376206,572.75,1203.7269074453104,-0.007861993,0.0,0.0,1.0
350000,3.2323503,599.0,1203.7269074453104,-0.0060180295,-0.05555555555555555,-0.05555555555555555,1.0
360000,3.2330344,589.2962962962963,1203.7269074453104,-0.004571761,0.025725413771236643,0.025725413771236643,1.0
370000,3.2345052,599.0,1203.7269074453104,-0.0051622735,0.0,0.0,1.0
380000,3.2348077,442.0,1203.7269074453104,-0.0059649074,-0.1111111111111111,-0.1111111111111111,1.0
390000,3.2345843,568.9655172413793,1203.7269074453102,-0.0053692954,-0.0018892155753241645,-0.0018892155753241645,1.0
400000,3.2359116,562.75,1203.7269074453104,-0.005665442,0.0,0.0,1.0
410000,3.2284744,559.1034482758621,1203.7269074453104,-0.005152551,-0.16419314083300138,-0.16419314083300138,1.0
420000,3.2359307,599.0,1203.7269074453104,-0.0057828967,0.0,0.0,1.0
430000,3.2431989,599.0,1203.7269074453104,-0.0052511482,0.0,0.0,1.0
440000,3.2277126,587.1333333333333,1203.7269074453104,-0.0034974425,-0.05555555555555555,-0.05555555555555555,1.0
450000,3.2404377,599.0,None,-0.002759389,0.0,0.0,1.0
460000,3.2338874,599.0,1203.7269074453104,-0.005033616,0.0,0.0,1.0
470000,3.2117274,582.1612903225806,1203.72690744531,-0.0027350306,-0.05555555555555555,-0.05555555555555555,1.0
480000,3.217672,None,None,-0.0029953555,0.0,0.0,1.0
490000,3.2173696,599.0,1203.7269074453104,-0.0034809415,0.0,0.0,1.0
500000,3.2080832,567.3125,1203.7269074453104,-0.003510456,-0.0011481742064158122,-0.0011481742064158122,1.0
510000,3.213147,None,None,-0.0025708338,0.0,0.0,1.0
520000,3.2096188,599.0,1203.7269074453104,-0.0016323859,0.0,0.0,1.0
530000,3.19743,584.71875,1203.72690744531,-0.0027276883,0.04486266304464901,0.04486266304464901,1.0
540000,3.209174,None,None,-0.0012972949,0.0,0.0,1.0
550000,3.2030425,599.0,1203.7269074453104,-0.003853241,0.0,0.0,1.0
560000,3.2043,599.0,1203.7269074453102,-0.0040625073,0.0,0.0,1.0
570000,3.2153652,541.0,None,-0.0038291693,0.0,0.0,1.0
580000,3.204404,599.0,1203.7269074453104,-0.0032790275,0.0061264559626579285,0.0061264559626579285,1.0
590000,3.2142868,591.060606060606,1203.72690744531,-0.0027842675,0.02425918976465861,0.02425918976465861,1.0
600000,3.2319427,None,None,-0.0025984999,0.0,0.0,1.0
610000,3.2216647,567.1111111111111,1203.7269074453104,-0.00020684802,0.0,0.0,1.0
620000,3.2301395,510.3703703703704,1203.469976513702,0.0010938729,-0.06039394573731856,-0.06039394573731856,1.0
630000,3.2399077,599.0,1203.2611067751996,-0.0012273809,0.0,0.0,1.0
640000,3.2653437,599.0,1203.2776645606275,-0.0015668041,0.0,0.0,1.0
650000,3.2260013,554.4666666666667,1203.85588990407,-0.0014363388,-0.0016479209849708958,-0.0016479209849708958,1.0
660000,3.2320356,599.0,1203.7679766152555,-0.0029096927,0.0,0.0,1.0
670000,None,599.0,1203.7666894410495,-0.002774407,0.0,0.0,1.0
680000,3.2214987,557.7931034482758,1205.0951465070061,-0.001420709,0.10485939603102834,0.10485939603102834,1.0
690000,3.2281191,599.0,1205.1162084433308,-0.0037161838,0.0,0.0,1.0
700000,3.2318747,367.0,1205.4042344902382,-0.004362719,0.05370370546976725,0.05370370546976725,1.0
710000,3.2233186,582.0,1207.0578029966396,-0.004161233,0.045688629150390625,0.045688629150390625,1.0
720000,3.2316945,571.7619047619048,1207.214485977256,-0.0039354847,0.0,0.0,1.0
730000,3.2232795,415.6666666666667,1207.707163948035,-0.0003166633,0.05298148592313131,0.05298148592313131,1.0
740000,3.2129688,507.61290322580646,1209.7911421370943,0.0016020118,0.17071227593855423,0.17071227593855423,1.0
750000,3.2164178,599.0,1210.0766154138928,-0.0012559162,0.0,0.0,1.0
760000,3.2120323,599.0,1209.9321160943089,-0.0018783995,0.0,0.0,1.0
770000,3.2039702,517.1935483870968,1212.210123934414,0.0063941963,0.20154160544985816,0.20154160544985816,1.0
780000,3.210769,570.0,1213.103402322931,-0.00020285316,0.05103705326716105,0.05103705326716105,1.0
790000,3.2052622,363.7,1212.9377555409285,0.00095263054,-0.044222320829119,-0.044222320829119,1.0
800000,3.2002876,456.875,1212.9377555409285,0.0053852964,-0.02981853981812795,-0.02981853981812795,1.0
810000,3.202047,549.1666666666666,1212.9377555409285,0.0017401563,-0.022240969869825575,-0.022240969869825575,1.0
820000,3.2039273,241.33333333333334,1213.6354748334302,-0.011265633,0.02920677744109055,0.02920677744109055,1.0
830000,3.1911848,581.175,1215.4405248205476,-0.0147710955,0.021188831991619535,0.021188831991619535,1.0
840000,3.2175195,313.0,1215.437123728839,-0.020043734,0.0,0.0,1.0
850000,3.2035663,396.4,1216.4337472945267,-0.015310904,0.07527361674742265,0.07527361674742265,1.0
860000,3.1944995,586.5,1217.7835752667168,-0.020873507,0.005394535906174604,0.005394535906174604,1.0
870000,3.2037456,563.1875,1217.0947692792633,-0.021085821,-0.05555555555555555,-0.05555555555555555,1.0
880000,3.2081978,384.6666666666667,1215.1813005669724,-0.017581237,-0.15720855196317038,-0.15720855196317038,1.0
890000,3.2082481,557.2857142857143,1215.7401318365032,-0.014027647,0.08122191164228651,0.08122191164228651,1.0
900000,3.2141423,535.5,1216.1652531815648,-0.008937764,0.006824822986827177,0.006824822986827177,1.0
910000,3.204789,490.55555555555554,1218.0426802125576,-0.0007824499,0.22927262566306375,0.22927262566306375,1.0
920000,3.2028124,516.8636363636364,1219.8456293873235,0.0040887897,0.15059954822063445,0.15059954822063445,1.0
930000,3.1804004,455.55,1220.5017832647995,0.01069546,-0.045491201536996026,-0.045491201536996026,1.0
940000,3.1797335,412.77272727272725,1220.5017832647998,0.01331663,0.04504548985025157,0.04504548985025157,1.0
950000,3.1695635,355.0,1220.5017832647995,0.012583302,-0.21879643924308545,-0.21879643924308545,1.0
960000,3.1685574,342.0952380952381,1220.5017832647998,-0.0054077934,0.013307435512542725,0.013307435512542725,1.0
970000,3.1701438,379.56,1220.5017832647995,-0.016729333,-0.07688436370629531,-0.07688436370629531,1.0
980000,3.181661,398.2962962962963,1222.0986177629338,-0.0096117975,0.1802708781682528,0.1802708781682528,1.0
990000,3.1836662,481.89473684210526,1225.2757522051802,0.005550453,0.1853686034679413,0.1853686034679413,1.0
1000000,3.187797,487.25,1226.5526568316925,0.0021897708,0.03369797411419097,0.03369797411419097,1.0
1010000,3.1784108,393.1904761904762,1227.5604650266293,0.018261358,0.16970811039209366,0.16970811039209366,1.0
1020000,3.1434124,185.0754716981132,1229.686183055785,0.030808512,-0.17737157727187536,-0.17737157727187536,1.0
1030000,3.1409879,531.3448275862069,1229.78580249351,0.009495605,-0.17760026156902314,-0.17760026156902314,1.0
1040000,3.143105,245.0,1229.7858024935094,0.02392097,-0.01857136402811323,-0.01857136402811323,1.0
1050000,3.1456735,262.5405405405405,1229.78580249351,0.021493105,0.07226233419619109,0.07226233419619109,1.0
1060000,3.1474338,390.86842105263156,1229.7858024935101,0.01647416,-0.042471734377054066,-0.042471734377054066,1.0
1070000,3.147639,276.55555555555554,1229.8044083275904,0.023757247,-0.00021116137504577636,-0.00021116137504577636,1.0
1080000,3.1628575,300.9736842105263,1232.084889268362,0.03498169,0.16273057647049427,0.16273057647049427,1.0
1090000,3.1585317,348.48,1236.338043412336,0.041952725,0.2256258322346595,0.2256258322346595,1.0
1100000,3.1558938,355.48387096774195,1239.4339211367233,0.04915836,0.17013091487543924,0.17013091487543924,1.0
1110000,3.1699452,337.0,1242.63682030847,0.060457956,0.2171230395634969,0.2171230395634969,1.0
1120000,3.1548746,295.24242424242425,1246.2295250126183,0.0707862,0.1923639304710157,0.1923639304710157,1.0
1130000,3.1455092,251.69230769230768,1250.6170545251557,0.0975327,0.2685913749230214,0.2685913749230214,1.0
1140000,3.1464624,330.43333333333334,1256.29321148417,0.07286856,0.2321446398893992,0.2321446398893992,1.0
1150000,3.1414275,294.7352941176471,1259.0614759187224,0.08998417,0.2895591890110689,0.2895591890110689,1.0
1160000,3.1419947,240.21428571428572,1266.139610505651,0.10493807,0.41892820312863305,0.41892820312863305,1.0
1170000,3.136916,290.0285714285714,1270.4653921444126,0.09895085,0.29181964908327374,0.29181964908327374,1.0
1180000,3.1445181,299.625,1275.2900433025889,0.10228789,0.37918839789927006,0.37918839789927006,1.0
1190000,3.1472013,272.94736842105266,1282.773971377594,0.15666972,0.46332452642290217,0.46332452642290217,1.0
1200000,3.1495705,299.4848484848485,1291.7838597157158,0.15738694,0.4991518295172489,0.4991518295172489,1.0
1210000,3.1465406,276.47222222222223,1300.5431627166283,0.16327316,0.5310092204146915,0.5310092204146915,1.0
1220000,3.1238413,107.94444444444444,1317.4758409826004,0.19409013,0.671496190627416,0.671496190627416,1.0
1230000,3.1365128,337.0625,1328.8488851124876,0.10615152,0.07683031312350569,0.07683031312350569,1.0
1240000,3.1169822,322.89285714285717,1327.1718659371884,0.17255963,0.19240978840858705,0.19240978840858705,1.0
1250000,3.1313772,240.4047619047619,1330.7616093742777,0.17564586,0.35079462897209895,0.35079462897209895,1.0
1260000,3.123172,263.05128205128204,1330.785118482362,0.15118366,0.2462990436798487,0.2462990436798487,1.0
1270000,3.0710616,226.65116279069767,1331.9514358955137,0.12519217,0.04018062768980514,0.04018062768980514,1.0
1280000,3.0557783,153.86153846153846,1333.4766450797813,0.11972061,-0.030338860475100003,-0.030338860475100003,1.0
1290000,3.0647097,202.60416666666666,1330.8720841038146,0.07580396,-0.28828348251099284,-0.28828348251099284,1.0
1300000,3.05149,151.73134328358208,1329.7698430531098,0.07587934,0.02218659222126007,0.02218659222126007,1.0
1310000,3.0532126,161.16666666666666,1334.3327187406644,0.07834183,-0.04415277184033003,-0.04415277184033003,1.0
1320000,3.0530353,151.38235294117646,1334.9914805264611,0.091185935,0.062019938055206746,0.062019938055206746,1.0
1330000,3.0661001,140.0735294117647,1335.5290883749933,0.09870875,0.20313748717308044,0.20313748717308044,1.0
1340000,3.0669856,180.14545454545456,1337.3200506751725,0.05717686,0.0757948409427296,0.0757948409427296,1.0
1350000,3.0595176,207.0,1335.90636562036,0.08004248,0.1477083369177215,0.1477083369177215,1.0
1360000,3.0456526,130.47457627118644,1339.7373969168066,0.108246125,0.2923196256160736,0.2923196256160736,1.0
1370000,3.0266204,147.96,1340.185665912343,0.06368423,-0.11145093165911162,-0.11145093165911162,1.0
1380000,3.0012422,113.06666666666666,1339.1163658511546,0.08010585,0.008796025724971996,0.008796025724971996,1.0
1390000,2.9991772,111.78787878787878,1339.1163658511546,0.07777133,-0.10649461156866524,-0.10649461156866524,1.0
1400000,3.000948,129.265625,1339.1163658511548,0.064012215,-0.042133651574452716,-0.042133651574452716,1.0
1410000,2.999462,127.67368421052632,1339.1163658511546,0.04817667,-0.10272667958186223,-0.10272667958186223,1.0
1420000,2.9473472,68.09009009009009,1339.1163658511548,0.050746366,-0.008890720084309578,-0.008890720084309578,1.0
1430000,2.960374,115.05747126436782,1339.1163658511546,0.054645896,0.012965109841576937,0.012965109841576937,1.0
1440000,2.9677951,102.07291666666667,1339.1163658511548,0.034432095,0.010478811338543892,0.010478811338543892,1.0
1450000,2.9426076,127.3076923076923,1339.1163658511546,0.07057382,0.1324577461450528,0.1324577461450528,1.0
1460000,2.9471164,93.0,1339.116365851155,0.08700208,0.01845052396809613,0.01845052396809613,1.0
1470000,2.950458,109.7752808988764,1339.1163658511548,0.077833846,0.01837085204178028,0.01837085204178028,1.0
1480000,2.947203,123.39506172839506,1339.1163658511548,0.014460403,-0.14009346467692677,-0.14009346467692677,1.0
1490000,2.9439282,101.01020408163265,1339.1163658511546,-0.006060938,-0.3508503576930688,-0.3508503576930688,1.0
1500000,2.9477143,119.90243902439025,1339.1163658511548,0.004922184,-0.11112684820905144,-0.11112684820905144,1.0
1510000,2.908653,96.31372549019608,1339.116365851155,-0.006324367,-0.09910045839050441,-0.09910045839050441,1.0
1520000,2.8954268,94.72380952380952,1339.1163658511548,-0.01643122,-0.09843160424913679,-0.09843160424913679,1.0
1530000,2.9050672,92.37037037037037,1339.116365851155,-0.026352918,-0.12653880141605842,-0.12653880141605842,1.0
1540000,2.8968163,108.02197802197803,1339.1163658511546,-0.041336875,-0.15220650058725607,-0.15220650058725607,1.0
1550000,2.8808565,86.5603448275862,1339.116365851155,-0.012680155,0.02481024224182655,0.02481024224182655,1.0
1560000,2.8810601,98.71428571428571,1339.1163658511546,-0.0031688751,-0.058377288433970234,-0.058377288433970234,1.0
1570000,2.899228,90.89380530973452,1339.1163658511548,-0.020818068,-0.07717086308825333,-0.07717086308825333,1.0
1580000,2.84739,96.39,1339.1163658511548,-0.016806457,-0.16118625462055206,-0.16118625462055206,1.0
1590000,2.8773246,89.51818181818182,1339.1163658511553,-0.0031014227,-0.08717284310947765,-0.08717284310947765,1.0
1600000,2.8792448,90.42201834862385,1339.1163658511553,-0.04104764,-0.1914875849529549,-0.1914875849529549,1.0
1610000,2.8458064,87.63793103448276,1339.116365851155,0.04611235,0.10039877127378415,0.10039877127378415,1.0
1620000,2.8956544,67.7872340425532,1345.195508673868,0.14917187,0.38192905263697846,0.38192905263697846,1.0
1630000,2.9628022,82.18333333333334,1363.9400009964334,0.21428183,0.5720916753013928,0.5720916753013928,1.0
1640000,2.980204,129.90123456790124,1369.2229144539087,0.14728701,0.35577053683144705,0.35577053683144705,1.0
1650000,2.9649336,107.96666666666667,1373.3783911535606,0.20565175,0.43404248610455937,0.43404248610455937,1.0
1660000,2.9360569,126.91025641025641,1374.4335649156374,0.21357054,0.3769465177445798,0.3769465177445798,1.0
1670000,2.845418,96.61616161616162,1378.0704840554579,0.2211003,0.347980625999784,0.347980625999784,1.0
1680000,2.7511454,82.41803278688525,1378.4486147450066,0.098173775,-0.12543705643200484,-0.12543705643200484,1.0
1690000,2.7834907,70.72463768115942,1378.4486147450066,0.080029614,-0.10927293568417645,-0.10927293568417645,1.0
1700000,2.8026285,81.03968253968254,1378.4486147450061,0.028140498,-0.13953424566160372,-0.13953424566160372,1.0
1710000,2.7635682,86.62385321100918,1378.448614745006,0.037544515,-0.08420661698400447,-0.08420661698400447,1.0
1720000,2.8253558,78.60629921259843,1379.0160611525387,0.055135824,0.02749990943878416,0.02749990943878416,1.0
1730000,2.8856144,89.68807339449542,1391.7028880119492,0.16134623,0.4167152534831654,0.4167152534831654,1.0
1740000,2.8932369,86.81967213114754,1403.2008657005017,0.14418602,0.27479988492053486,0.27479988492053486,1.0
1750000,2.885321,96.8265306122449,1407.1679769029213,0.15876599,0.28376803000768025,0.28376803000768025,1.0
1760000,2.8729715,86.97457627118644,1413.3934154839774,0.18433633,0.33890399967248624,0.33890399967248624,1.0
1770000,2.8219705,78.0,1418.0778667478157,0.18294856,0.30539134099627985,0.30539134099627985,1.0
1780000,2.8298323,96.77777777777777,1422.8904851118514,0.15595372,0.1780571233142506,0.1780571233142506,1.0
1790000,2.8089006,76.49549549549549,1423.5834839596548,0.20589778,0.2643487236296484,0.2643487236296484,1.0
1800000,2.8008912,77.5390625,1432.5145729674455,0.20110479,0.34580699587240815,0.34580699587240815,1.0
1810000,2.7974508,73.69172932330827,1437.6659113773628,0.17311496,0.21993716453251086,0.21993716453251086,1.0
1820000,2.7016783,55.36158192090395,1436.1218289205585,0.13623722,0.10596042332676171,0.10596042332676171,1.0
1830000,2.6631594,68.20833333333333,1435.5893869960287,0.07153641,-0.02886581958995925,-0.02886581958995925,1.0
1840000,2.6674032,71.0863309352518,1435.5893869960287,0.045103244,-0.04832379152809364,-0.04832379152809364,1.0
1850000,2.6708908,69.13986013986013,1435.5893869960287,0.08819869,0.09600681356257862,0.09600681356257862,1.0
1860000,2.6428857,70.37588652482269,1435.5893869960287,0.076604955,0.07108029067939055,0.07108029067939055,1.0
1870000,2.6484056,65.01333333333334,1435.5893869960287,0.088781714,0.13823994398117065,0.13823994398117065,1.0
1880000,2.6620264,70.34285714285714,1435.5893869960285,0.058816705,0.005452222909246172,0.005452222909246172,1.0
1890000,2.638697,73.49618320610686,1435.5893869960287,0.00028867432,-0.14476767137195123,-0.14476767137195123,1.0
1900000,2.6321528,70.24113475177305,1435.5893869960287,-0.011245625,-0.13787958512069487,-0.13787958512069487,1.0
1910000,2.6208432,65.43333333333334,1435.5893869960287,0.009609483,0.06201770265897115,0.06201770265897115,1.0
1920000,2.6002681,67.63265306122449,1435.5893869960287,-0.031349987,-0.07645816421833168,-0.07645816421833168,1.0
1930000,2.5784378,69.43262411347517,1435.5893869960287,-0.0009870547,-0.044645574075955874,-0.044645574075955874,1.0
1940000,2.5840776,65.36666666666666,1435.5893869960287,0.015537222,0.02597109039624532,0.02597109039624532,1.0
1950000,2.5650985,71.27338129496403,1435.5893869960287,0.008832026,-0.0504533193951888,-0.0504533193951888,1.0
1960000,2.5824804,68.67132867132867,1435.5893869960287,0.04259355,0.08185315465593672,0.08185315465593672,1.0
1970000,2.5554347,70.14893617021276,1435.5893869960287,0.0018291059,0.0032504864618287865,0.0032504864618287865,1.0
1980000,2.537485,60.90683229813665,1435.5893869960287,0.008111219,0.05710747301208306,0.05710747301208306,1.0
1990000,2.5334082,65.81333333333333,1435.5893869960287,0.039201245,0.029731168349583944,0.029731168349583944,1.0
2000000,2.5302665,65.0794701986755,1435.5893869960287,0.0521655,0.1530991986097879,0.1530991986097879,1.0
2010000,2.5053148,62.80891719745223,1435.5893869960287,0.029481703,-0.013462944015575821,-0.013462944015575821,1.0
2020000,2.5425482,54.543956043956044,1441.2410827414944,0.100702666,0.22681133006955242,0.22681133006955242,1.0
2030000,2.588232,60.56603773584906,1455.5805269907428,0.081986055,0.25114780142903326,0.25114780142903326,1.0
2040000,2.5849435,55.19662921348315,1463.35483442232,0.12468883,0.3378763798247562,0.3378763798247562,1.0
2050000,2.6023633,61.59375,1472.3793948739813,0.1319756,0.25870618410408497,0.25870618410408497,1.0
2060000,2.571699,72.34558823529412,1473.825630879116,0.15628636,0.2702842902611284,0.2702842902611284,1.0
2070000,2.5323508,59.1437125748503,1483.8405056963318,0.18719405,0.3946006794175702,0.3946006794175702,1.0
2080000,2.495932,61.893081761006286,1497.337902765613,0.16318259,0.2080711894815073,0.2080711894815073,1.0
2090000,2.4990366,61.099378881987576,1502.239447362899,0.17387627,0.2473643470254744,0.2473643470254744,1.0
2100000,2.4927669,65.50657894736842,1503.1602579298246,0.15018332,0.18458760647397293,0.18458760647397293,1.0
2110000,2.4642768,56.707602339181285,1502.723526706701,0.13811345,0.18413638650325306,0.18413638650325306,1.0
2120000,2.5277896,62.6687898089172,1507.3618556301963,0.17583813,0.3051251757676434,0.3051251757676434,1.0
2130000,2.5279152,73.90977443609023,1513.6249543464128,0.16288501,0.18220849119069923,0.18220849119069923,1.0
2140000,2.5309434,57.854651162790695,1525.1137100826204,0.23246808,0.438066657611302,0.438066657611302,1.0
2150000,2.522146,71.2751677852349,1532.7706190925835,0.18191548,0.3178142806641141,0.3178142806641141,1.0
2160000,2.4967873,55.81528662420382,1538.776907450331,0.23975392,0.3592394182736846,0.3592394182736846,1.0
2170000,2.4154642,58.24550898203593,1538.5650417034656,0.17057598,0.11910171530203904,0.11910171530203904,1.0
2180000,2.3564334,58.082840236686394,1543.1878710239803,0.16947828,0.1311814351194709,0.1311814351194709,1.0
2190000,2.346062,55.03351955307262,1551.9463764929656,0.1907909,0.15906887447367835,0.15906887447367835,1.0
2200000,2.3258123,53.773480662983424,1563.2721713619112,0.15485568,0.30653106478544384,0.30653106478544384,1.0
2210000,2.3516872,52.02105263157895,1574.1000158879458,0.09948064,0.16975432728466236,0.16975432728466236,1.0
2220000,2.3862062,41.81385281385281,1583.7220058740431,0.23588213,0.482596305680686,0.482596305680686,1.0
2230000,2.4479496,51.774869109947645,1592.109901797519,0.22731265,0.413924911883489,0.413924911883489,1.0
2240000,2.4625587,52.435483870967744,1590.583766342726,0.27681044,0.5153368781971676,0.5153368781971676,1.0
2250000,2.4740765,53.4054054054054,1606.1973535091167,0.31173927,0.5505440937506186,0.5505440937506186,1.0
2260000,2.4669197,47.76470588235294,1613.4270105681608,0.36191598,0.5832384912406697,0.5832384912406697,1.0
2270000,2.4424067,48.088235294117645,1617.490522429937,0.36044034,0.5270113348960876,0.5270113348960876,1.0
2280000,2.4535203,49.707070707070706,1617.4070052327254,0.35178855,0.5277621221901784,0.5277621221901784,1.0
2290000,2.4555216,53.54054054054054,1630.7877666386844,0.3533066,0.6134088500125988,0.6134088500125988,1.0
2300000,2.4274209,39.415637860082306,1678.9074436002861,0.41419047,0.6336145403453842,0.6336145403453842,1.0
2310000,2.4216592,47.980582524271846,1708.4741884632772,0.39621288,0.5900549544292746,0.5900549544292746,1.0
2320000,2.3154283,59.054545454545455,1721.7846312795484,0.33433703,0.36237764755884805,0.36237764755884805,1.0
2330000,2.196445,62.0503144654088,1722.9694231988342,0.20616587,-0.05972963459086868,-0.05972963459086868,1.0
2340000,2.1804,57.06976744186046,1722.969423198834,0.15356624,-0.12449031929637111,-0.12449031929637111,1.0
2350000,2.2177012,54.55,1722.9694231988337,0.11899672,-0.09202225473192004,-0.09202225473192004,1.0
2360000,2.2209651,63.70322580645161,1722.969423198834,0.06721021,-0.04736569543038645,-0.04736569543038645,1.0
2370000,2.1856961,58.47337278106509,1722.9694231988337,0.05485511,0.025558081604319917,0.025558081604319917,1.0
2380000,2.2043018,58.005917159763314,1722.9694231988337,0.07855032,0.08722283395789784,0.08722283395789784,1.0
2390000,2.1937337,62.77564102564103,1722.969423198834,0.08944319,0.08405545697762416,0.08405545697762416,1.0
2400000,2.1723163,57.52325581395349,1722.969423198834,0.06772908,0.030525115340255028,0.030525115340255028,1.0
2410000,2.1580005,52.483870967741936,1722.9694231988337,0.07474113,0.13728128005099552,0.13728128005099552,1.0
2420000,2.167877,41.168067226890756,1718.0685281309436,0.109789036,0.14415971822097523,0.14415971822097523,1.0
2430000,2.2268038,63.58441558441559,1701.5392180104814,0.12153992,0.2766773898106117,0.2766773898106117,1.0
2440000,2.2163424,61.4875,1693.4613491407538,0.09723239,0.20574987903237343,0.20574987903237343,1.0
2450000,2.1919913,53.26486486486486,1688.6043943717589,0.15731208,0.27871883366559,0.27871883366559,1.0
2460000,2.2272456,60.1890243902439,1684.13149768286,0.15926908,0.2301686606029185,0.2301686606029185,1.0
2470000,2.1603382,59.573170731707314,1685.0479878282651,0.1424039,0.144654425905972,0.144654425905972,1.0
2480000,2.1348455,57.45348837209303,1685.2225900848314,0.05509818,-0.09991867147212805,-0.09991867147212805,1.0
2490000,2.130275,61.111111111111114,1685.2225900848316,0.04694897,-0.0647325309706323,-0.0647325309706323,1.0
2500000,2.1375425,60.3855421686747,1685.2225900848316,0.057939697,-0.0715611295670456,-0.0715611295670456,1.0
2510000,2.100077,54.62068965517241,1685.2225900848316,0.0024811798,-0.029775951637162103,-0.029775951637162103,1.0
2520000,2.2113798,54.21465968586387,1687.232423649505,0.097418904,0.22953868524448293,0.22953868524448293,1.0
2530000,2.245939,45.14563106796116,1695.5512113514314,0.19444905,0.5094276081840947,0.5094276081840947,1.0
2540000,2.229631,47.236363636363635,1695.7613994392975,0.17921947,0.4517397139130569,0.4517397139130569,1.0
2550000,2.215856,45.03448275862069,1695.423423798429,0.28337607,0.48709318178509353,0.48709318178509353,1.0
2560000,2.2261722,44.78440366972477,1703.5775701767363,0.3141975,0.5826773121269471,0.5826773121269471,1.0
2570000,2.0690808,43.71875,1708.106711978811,0.33980358,0.5039088057830194,0.5039088057830194,1.0
2580000,2.0191424,49.12871287128713,1710.0865942809473,0.27413902,0.26839439880729904,0.26839439880729904,1.0
2590000,1.9889756,43.513513513513516,1710.0865942809476,0.28915122,0.3189417236054425,0.3189417236054425,1.0
2600000,2.0089655,47.63636363636363,1710.0865942809473,0.27869308,0.2979394322947452,0.2979394322947452,1.0
2610000,1.9908129,50.89417989417989,1710.0865942809476,0.20936175,0.25746207041715186,0.25746207041715186,1.0
2620000,1.9954195,41.01260504201681,1702.9361441682158,0.09532401,-0.10578148380047132,-0.10578148380047132,1.0
2630000,2.0370612,46.8,1681.0553507870363,-0.09257867,-0.2931588019643511,-0.2931588019643511,1.0
