Steps,Policy/Entropy,Environment/Lesson,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,3.2958171,0.0,747.0,-0.039561737,2.313056468963623,2.313056468963623,1.0
20000,3.2958179,0.0,2827.0,-0.036276896,3.2000001668930054,3.2000001668930054,1.0
30000,3.2958174,0.0,3788.285714285714,-0.0402725,0.8000000715255737,0.8000000715255737,1.0
40000,3.2958167,0.0,3999.0,-0.041783266,2.500000089406967,2.500000089406967,1.0
50000,3.2958174,0.0,None,-0.0372135,None,None,1.0
60000,3.2958174,0.0,3133.0,-0.042424455,1.566481113433838,1.566481113433838,1.0
70000,3.2958171,0.0,3615.285714285714,-0.038035687,1.9388074449130468,1.9388074449130468,1.0
80000,3.2958167,0.0,3999.0,-0.0407365,2.100000023841858,2.100000023841858,1.0
90000,3.2958167,0.0,None,-0.03657342,None,None,1.0
100000,3.295817,0.0,3914.0,-0.02964385,1.0015770196914673,1.0015770196914673,1.0
110000,3.2958164,0.0,2956.0,-0.03511502,1.8232255578041077,1.8232255578041077,1.0
120000,3.2958171,0.0,None,-0.039719395,0.6000000238418579,0.6000000238418579,1.0
130000,3.295817,0.0,2905.6666666666665,-0.02381415,0.3500000536441803,0.3500000536441803,1.0
140000,3.2958167,0.0,3772.5,-0.034390878,1.3066570311784744,1.3066570311784744,1.0
150000,3.2958164,0.0,3999.0,-0.046618663,1.2000000476837158,1.2000000476837158,1.0
160000,3.2958167,0.0,2232.6666666666665,-0.036656465,1.4416115482648213,1.4416115482648213,1.0
170000,3.295817,0.0,2787.285714285714,-0.03735461,1.4226782321929932,1.4226782321929932,1.0
180000,3.2958167,0.0,1699.0,-0.030649185,1.4000001549720764,1.4000001549720764,1.0
190000,3.2958174,0.0,3630.0,-0.037787717,1.2666667302449544,1.2666667302449544,1.0
200000,3.295817,0.0,1732.0,-0.033458933,1.227364256978035,1.227364256978035,1.0
210000,3.2958167,0.0,3593.0,-0.035791535,2.2000000874201455,2.2000000874201455,1.0
220000,3.295817,0.0,3049.6666666666665,-0.029061459,2.4029747545719147,2.4029747545719147,1.0
230000,3.2958164,0.0,1895.0,-0.039719407,0.9488125294446945,0.9488125294446945,1.0
240000,3.295817,0.0,2781.3333333333335,-0.03130851,0.46666669845581055,0.46666669845581055,1.0
250000,3.2958164,0.0,3999.0,-0.034691192,0.45000001788139343,0.45000001788139343,1.0
260000,3.2958171,0.0,3999.0,-0.03437307,2.800000031789144,2.800000031789144,1.0
270000,3.295817,0.0,3071.0,-0.0494664,2.5719727277755737,2.5719727277755737,1.0
280000,3.2958167,0.0,2839.5,-0.034041293,1.8000000715255737,1.8000000715255737,1.0
290000,3.2958176,0.0,2340.0,-0.03456875,1.2621172155652727,1.2621172155652727,1.0
300000,3.2958167,0.0,2823.8,-0.038458403,1.5369880646467209,1.5369880646467209,1.0
310000,3.2958171,0.0,1046.25,-0.029990502,1.9598394930362701,1.9598394930362701,1.0
320000,3.295817,0.0,2171.3333333333335,-0.029975386,1.035304382443428,1.035304382443428,1.0
330000,3.2958171,0.0,3562.0,-0.0335024,0.7250000387430191,0.7250000387430191,1.0
340000,3.2958179,0.0,3116.5,-0.032105025,1.4500000476837158,1.4500000476837158,1.0
350000,3.2958171,0.0,3475.75,-0.033516917,1.4750000536441803,1.4750000536441803,1.0
360000,3.2958179,0.0,3918.5,-0.028917665,0.7000000476837158,0.7000000476837158,1.0
370000,3.2958171,0.0,3183.0,-0.042789582,0.8012327700853348,0.8012327700853348,1.0
380000,3.2958167,0.0,None,-0.02913681,None,None,1.0
390000,3.2958174,0.0,3112.0,-0.02962671,1.2500000596046448,1.2500000596046448,1.0
400000,3.2958174,0.0,3322.8,-0.025340289,1.3600000500679017,1.3600000500679017,1.0
410000,3.295817,0.0,3303.6666666666665,-0.041646134,1.3738256494204204,1.3738256494204204,1.0
420000,3.2958162,0.0,3999.0,-0.038401306,3.6000001430511475,3.6000001430511475,1.0
430000,3.2958157,0.0,3358.3333333333335,-0.04854757,1.7601567109425862,1.7601567109425862,1.0
440000,3.2958164,0.0,3922.0,-0.035860874,1.339201283454895,1.339201283454895,1.0
450000,3.2958167,0.0,None,-0.035545323,None,None,1.0
460000,3.2958171,0.0,3023.0,-0.020172672,2.0439768731594086,2.0439768731594086,1.0
470000,3.2958167,0.0,3296.8333333333335,-0.03865812,0.7400000333786011,0.7400000333786011,1.0
480000,3.2958174,0.0,3999.0,-0.047176402,0.45000001788139343,0.45000001788139343,1.0
490000,3.2958162,0.0,3999.0,-0.046197586,None,None,1.0
500000,3.2958171,0.0,3188.0,-0.037972175,1.1750000566244125,1.1750000566244125,1.0
510000,3.2958162,0.0,3999.0,-0.03926958,1.440000057220459,1.440000057220459,1.0
520000,3.2907236,0.0,2416.75,-0.02491367,2.4589549005031586,2.4589549005031586,1.0
530000,3.2900689,0.0,3999.0,-0.009393395,0.2500000298023224,0.2500000298023224,1.0
540000,3.288395,0.0,1967.6666666666667,0.0030903786,1.8457289470566645,1.8457289470566645,1.0
550000,3.2884443,0.0,3999.0,0.00045627885,2.1000000834465027,2.1000000834465027,1.0
560000,3.287696,0.0,2305.6666666666665,0.0025858225,2.1234178145726523,2.1234178145726523,1.0
570000,3.2880404,0.0,3042.6,-0.0024522888,2.459053862094879,2.459053862094879,1.0
580000,3.287956,0.0,3999.0,-0.0024453052,3.4500001668930054,3.4500001668930054,1.0
590000,3.2882974,0.0,2072.75,0.003693533,2.6276788115501404,2.6276788115501404,1.0
600000,3.287925,0.0,2718.0,0.003118982,1.8255537549654643,1.8255537549654643,1.0
610000,3.2878568,0.0,3865.6666666666665,0.0009495416,4.233335753281911,4.233335753281911,1.0
620000,3.2880583,0.0,1641.5714285714287,0.0063858028,2.373650678566524,2.373650678566524,1.0
630000,3.2878568,0.0,2171.125,0.0062693506,1.9240946248173714,1.9240946248173714,1.0
640000,3.2882018,0.0,2452.0,0.00021729195,0.20000004768371582,0.20000004768371582,1.0
650000,3.2879796,0.0,3186.0,4.3722408e-05,2.946319580078125,2.946319580078125,1.0
660000,3.288104,0.0,3603.6666666666665,-0.0012294007,1.9000000357627869,1.9000000357627869,1.0
670000,3.2879171,0.0,3056.0,0.0034904478,2.6791542569796243,2.6791542569796243,1.0
680000,3.2881885,0.0,1680.5,0.0009588858,2.175460994243622,2.175460994243622,1.0
690000,3.2885756,0.0,2411.8,-0.003550415,1.7402103066444397,1.7402103066444397,1.0
700000,3.2876902,0.0,2639.75,-0.0022220674,0.9333333969116211,0.9333333969116211,1.0
710000,3.2881389,0.0,1940.4,0.0027073112,3.774414449930191,3.774414449930191,1.0
720000,3.2881234,0.0,2777.0,0.0011673102,2.40824618935585,2.40824618935585,1.0
730000,3.2876086,0.0,3999.0,0.00038872784,3.750000238418579,3.750000238418579,1.0
740000,3.2883492,0.0,3873.75,0.0021644959,2.506252810359001,2.506252810359001,1.0
750000,3.288288,0.0,2675.3333333333335,0.0043267836,2.2308833797772727,2.2308833797772727,1.0
760000,3.288253,0.0,1812.142857142857,-0.0015117743,2.087816367546717,2.087816367546717,1.0
770000,3.287909,0.0,3251.25,0.0033689297,2.5263520181179047,2.5263520181179047,1.0
780000,3.287563,0.0,2370.25,0.00548935,2.5460492730140687,2.5460492730140687,1.0
790000,3.288107,0.0,2719.0,0.0077224327,3.9199435710906982,3.9199435710906982,1.0
800000,3.2883172,0.0,3696.6666666666665,0.0062288386,4.9666668176651,4.9666668176651,1.0
810000,3.2882903,0.0,2776.1666666666665,0.003002205,2.8844589233398437,2.8844589233398437,1.0
820000,3.288241,0.0,2595.5,0.0013140044,1.5206716060638428,1.5206716060638428,1.0
830000,3.2876964,0.0,2052.5,0.003754659,2.1365999579429626,2.1365999579429626,1.0
840000,3.2886817,0.0,3392.5,-0.003004253,3.550000011920929,3.550000011920929,1.0
850000,3.2879624,0.0,2855.0,0.005960481,3.0532276885850087,3.0532276885850087,1.0
860000,3.2883673,0.0,2034.6666666666667,0.0036212243,1.491135835647583,1.491135835647583,1.0
870000,3.2880445,0.0,2307.5,0.0027039256,2.7500001788139343,2.7500001788139343,1.0
