Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
910000,0.6820126,71.34586466165413,-0.6068573,-0.7686836948429329,-0.7686836948429329,1.0
920000,0.6725746,52.954887218045116,-0.60405225,-0.7765592002868652,-0.7765592002868652,1.0
930000,0.652295,83.33898305084746,-0.60431147,-0.7973215449147109,-0.7973215449147109,1.0
940000,0.62606984,65.3409090909091,-0.59578276,-0.8264782597189364,-0.8264782597189364,1.0
950000,0.5682732,134.73636363636365,-0.61044484,-0.8449024274511244,-0.8449024274511244,1.0
960000,0.6313441,47.67669172932331,-0.60737824,-0.8240878669654622,-0.8240878669654622,1.0
970000,0.5283594,131.04444444444445,-0.602078,-0.7696703292511322,-0.7696703292511322,1.0
980000,0.6446337,114.12280701754386,-0.60032135,-0.8586973447715287,-0.8586973447715287,1.0
990000,0.5902215,80.30967741935484,-0.6146049,-0.8258899330292773,-0.8258899330292773,1.0
1000000,0.63260514,57.583333333333336,-0.6031669,-0.8080749993140881,-0.8080749993140881,1.0
1010000,0.6703214,64.12592592592593,-0.5915571,-0.7109996536682393,-0.7109996536682393,1.0
1020000,0.6605886,70.18518518518519,-0.57146865,-0.6970336458978862,-0.6970336458978862,1.0
1030000,0.6036444,60.992592592592594,-0.5945391,-0.855352172817009,-0.855352172817009,1.0
1040000,0.5665842,88.67543859649123,-0.5877916,-0.7948224293851407,-0.7948224293851407,1.0
1050000,0.48867875,83.26966292134831,-0.57266027,-0.7718584329248911,-0.7718584329248911,1.0
1060000,0.55231035,94.91911764705883,-0.5734809,-0.7984647662081616,-0.7984647662081616,1.0
1070000,0.6103248,53.980645161290326,-0.5813408,-0.8150943711103983,-0.8150943711103983,1.0
1080000,0.59448236,89.76315789473684,-0.57009745,-0.7950388390038695,-0.7950388390038695,1.0
1090000,0.6018447,94.71111111111111,-0.5501929,-0.7298031250635783,-0.7298031250635783,1.0
1100000,0.682674,144.1290322580645,-0.5654742,-0.8093084264337347,-0.8093084264337347,1.0
1110000,0.5918158,78.42647058823529,-0.5433544,-0.67914055819278,-0.67914055819278,1.0
1120000,0.578057,61.888888888888886,-0.53381044,-0.7478988499476992,-0.7478988499476992,1.0
1130000,0.59605086,61.945454545454545,-0.53274757,-0.7529561899957202,-0.7529561899957202,1.0
1140000,0.58155227,140.5212765957447,-0.5321992,-0.7825222776667906,-0.7825222776667906,1.0
1150000,0.5846725,90.48717948717949,-0.52573293,-0.7754912500580152,-0.7754912500580152,1.0
1160000,0.6661893,101.84962406015038,-0.53034383,-0.795489753367471,-0.795489753367471,1.0
1170000,0.6996536,64.35849056603773,-0.5200463,-0.7534438234918258,-0.7534438234918258,1.0
1180000,0.71796465,62.26923076923077,-0.5315878,-0.8348875859688069,-0.8348875859688069,1.0
1190000,0.7017297,69.26119402985074,-0.5293995,-0.8253401456958186,-0.8253401456958186,1.0
1200000,0.6589453,78.38888888888889,-0.5250798,-0.8878084273820512,-0.8878084273820512,1.0
1210000,0.630148,46.59574468085106,-0.51181424,-0.7825371280755147,-0.7825371280755147,1.0
1220000,0.6840188,172.64835164835165,-0.5054712,-0.7272958365224657,-0.7272958365224657,1.0
1230000,0.7216363,95.62385321100918,-0.5291901,-0.7909519042287554,-0.7909519042287554,1.0
1240000,0.6878981,52.183098591549296,-0.5323029,-0.879803613725915,-0.879803613725915,1.0
1250000,0.7376758,207.42857142857142,-0.49878222,-0.7504999992939142,-0.7504999992939142,1.0
1260000,0.69286245,88.46511627906976,-0.50975525,-0.8101053578513009,-0.8101053578513009,1.0
1270000,0.65941924,197.86111111111111,-0.48016372,-0.7813479451284017,-0.7813479451284017,1.0
1280000,0.6931996,113.83582089552239,-0.514494,-0.7519067967031884,-0.7519067967031884,1.0
1290000,0.7877513,56.845238095238095,-0.5050884,-0.8253081239759922,-0.8253081239759922,1.0
1300000,0.83730125,181.69387755102042,-0.48725313,-0.8128364570438862,-0.8128364570438862,1.0
1310000,0.7889931,74.3010752688172,-0.50834864,-0.8387464634095779,-0.8387464634095779,1.0
1320000,0.68925184,134.73529411764707,-0.4866958,-0.5943910769053868,-0.5943910769053868,1.0
1330000,0.6615715,73.98230088495575,-0.49187535,-0.7863183032189097,-0.7863183032189097,1.0
1340000,0.7173709,98.69724770642202,-0.47657704,-0.7120969068143785,-0.7120969068143785,1.0
1350000,0.766782,78.68085106382979,-0.48840758,-0.7456519597885656,-0.7456519597885656,1.0
1360000,0.68129295,65.6283185840708,-0.48513573,-0.7800889828447568,-0.7800889828447568,1.0
1370000,0.655366,96.72067039106145,-0.4840695,-0.6837125684394211,-0.6837125684394211,1.0
1380000,0.67048997,54.96103896103896,-0.47376353,-0.7540865933549576,-0.7540865933549576,1.0
1390000,0.70331866,53.83783783783784,-0.475956,-0.7505289050750434,-0.7505289050750434,1.0
1400000,0.5871527,103.68468468468468,-0.4855267,-0.7151540834076551,-0.7151540834076551,1.0
1410000,0.6945806,113.53846153846153,-0.49200067,-0.8151580643269324,-0.8151580643269324,1.0
1420000,0.6891284,75.21212121212122,-0.48602548,-0.7750185482924984,-0.7750185482924984,1.0
1430000,0.63563967,48.95890410958904,-0.46716613,-0.691527974037897,-0.691527974037897,1.0
1440000,0.7344612,140.94285714285715,-0.46106496,-0.7543923084552472,-0.7543923084552472,1.0
1450000,0.65999633,116.9927536231884,-0.47669345,-0.6746028361591041,-0.6746028361591041,1.0
1460000,0.68138283,65.49358974358974,-0.4920501,-0.7737783328692118,-0.7737783328692118,1.0
1470000,0.73385054,52.19230769230769,-0.48093998,-0.7049956518670787,-0.7049956518670787,1.0
1480000,0.73807186,185.3695652173913,-0.44120434,-0.7724657160895211,-0.7724657160895211,1.0
1490000,0.6878648,127.45070422535211,-0.46930557,-0.6767993247186815,-0.6767993247186815,1.0
1500000,0.60129654,135.42857142857142,-0.48273376,-0.7433460413819493,-0.7433460413819493,1.0
1510000,0.7321952,61.68539325842696,-0.4679902,-0.7638580638875243,-0.7638580638875243,1.0
1520000,0.71502703,357.3333333333333,-0.3272227,-0.9333333333333333,-0.9333333333333333,1.0
1530000,0.6539623,285.75,-0.41170272,-0.900068332751592,-0.900068332751592,1.0
1540000,0.6950931,250.51111111111112,-0.43776885,-0.7301513488228256,-0.7301513488228256,1.0
1550000,0.6772978,272.66037735849056,-0.43328297,-0.6457483864599659,-0.6457483864599659,1.0
1560000,0.6616414,104.07777777777778,-0.46539932,-0.7361580469142431,-0.7361580469142431,1.0
1570000,0.5992137,117.0,-0.46945107,-0.7726579202283727,-0.7726579202283727,1.0
1580000,0.63955134,162.9,-0.45514053,-0.8690213111580395,-0.8690213111580395,1.0
1590000,0.6953789,144.85555555555555,-0.46407422,-0.7851151899446415,-0.7851151899446415,1.0
1600000,0.67416066,50.271929824561404,-0.47282034,-0.6992017251664194,-0.6992017251664194,1.0
1610000,0.65535367,155.99107142857142,-0.46362102,-0.703196846687042,-0.703196846687042,1.0
1620000,0.6942412,58.69402985074627,-0.4687254,-0.6867540442853942,-0.6867540442853942,1.0
1630000,0.6766654,48.278260869565216,-0.46310282,-0.7405272368493119,-0.7405272368493119,1.0
1640000,0.61208904,113.50442477876106,-0.4449686,-0.6761859660608727,-0.6761859660608727,1.0
1650000,0.65493464,113.03448275862068,-0.45016533,-0.6919932078432154,-0.6919932078432154,1.0
1660000,0.58396,77.83695652173913,-0.4608159,-0.7964290812307474,-0.7964290812307474,1.0
1670000,0.5552935,78.0225988700565,-0.4665939,-0.7361502863209823,-0.7361502863209823,1.0
1680000,0.6093164,96.52173913043478,-0.47338387,-0.761747788538975,-0.761747788538975,1.0
1690000,0.68043274,57.94252873563219,-0.46809986,-0.8282881705991684,-0.8282881705991684,1.0
1700000,0.69309294,82.05882352941177,-0.41378394,-0.6435437500476837,-0.6435437500476837,1.0
1710000,0.60774934,201.58064516129033,-0.44514617,-0.8186454549431801,-0.8186454549431801,1.0
1720000,0.64649826,109.45977011494253,-0.44848818,-0.6849926302307531,-0.6849926302307531,1.0
1730000,0.6611393,124.51063829787235,-0.44718772,-0.6920999992401042,-0.6920999992401042,1.0
1740000,0.6853473,68.78494623655914,-0.45318854,-0.732807218413992,-0.732807218413992,1.0
1750000,0.6676551,107.28571428571429,-0.43243563,-0.8691795077480253,-0.8691795077480253,1.0
1760000,0.6182154,161.60294117647058,-0.44614193,-0.6774861537493192,-0.6774861537493192,1.0
1770000,0.6107676,160.125,-0.44922617,-0.7056865378832206,-0.7056865378832206,1.0
1780000,0.5882492,124.06896551724138,-0.47068694,-0.6937592097541743,-0.6937592097541743,1.0
1790000,0.68788487,55.343511450381676,-0.4617571,-0.6780564515821396,-0.6780564515821396,1.0
1800000,0.7953363,85.35106382978724,-0.43796894,-0.5588254831158198,-0.5588254831158198,1.0
1810000,0.6672317,67.36363636363636,-0.4607333,-0.6673377192856973,-0.6673377192856973,1.0
1820000,0.63732225,111.92028985507247,-0.46664965,-0.7231649630261163,-0.7231649630261163,1.0
1830000,0.71895,58.96330275229358,-0.46046582,-0.8203429996967315,-0.8203429996967315,1.0
1840000,0.71301305,105.51648351648352,-0.4760052,-0.8238200971893236,-0.8238200971893236,1.0
1850000,0.760378,168.59183673469389,-0.43984407,-0.9580127698309878,-0.9580127698309878,1.0
1860000,0.6103473,153.5505617977528,-0.43497175,-0.765879010712659,-0.765879010712659,1.0
1870000,0.6041677,59.14655172413793,-0.47145826,-0.8365116381439669,-0.8365116381439669,1.0
1880000,0.67338353,196.18840579710144,-0.46582955,-0.8613944442735778,-0.8613944442735778,1.0
1890000,0.6442769,78.75862068965517,-0.4516668,-0.6968607578096511,-0.6968607578096511,1.0
1900000,0.75703514,157.85714285714286,-0.44341224,-0.7575993280153017,-0.7575993280153017,1.0
1910000,0.7543643,53.66315789473684,-0.4456785,-0.4911372466963165,-0.4911372466963165,1.0
1920000,0.61253035,111.24812030075188,-0.46565318,-0.629070545813834,-0.629070545813834,1.0
1930000,0.69955754,117.32743362831859,-0.48880383,-0.6984183503947127,-0.6984183503947127,1.0
1940000,0.5814184,72.32142857142857,-0.45680103,-0.6661335641303948,-0.6661335641303948,1.0
1950000,0.6415628,72.51807228915662,-0.43081012,-0.6439982120479856,-0.6439982120479856,1.0
1960000,0.64090866,146.4255319148936,-0.42155293,-0.804952173129372,-0.804952173129372,1.0
1970000,0.6025176,213.79166666666666,-0.40158713,-0.6486588330829844,-0.6486588330829844,1.0
1980000,0.7138526,305.2,-0.44453543,-0.8520388879157879,-0.8520388879157879,1.0
1990000,0.6475272,90.12605042016807,-0.46086207,-0.6973397536355941,-0.6973397536355941,1.0
2000000,0.6970013,107.1875,-0.46630523,-0.684799998998642,-0.684799998998642,1.0
2010000,0.6365272,65.1978021978022,-0.4656661,-0.7209623661092532,-0.7209623661092532,1.0
2020000,0.70156306,47.141176470588235,-0.45586848,-0.757605408494537,-0.757605408494537,1.0
2030000,0.6606258,195.18840579710144,-0.42064852,-0.6682068263039445,-0.6682068263039445,1.0
2040000,0.55320877,120.59649122807018,-0.47932932,-0.8068907260894775,-0.8068907260894775,1.0
2050000,0.5344928,98.31521739130434,-0.44493693,-0.6929978027448549,-0.6929978027448549,1.0
2060000,0.6392829,180.265625,-0.4063554,-0.8216446435877255,-0.8216446435877255,1.0
2070000,0.63413864,77.6086956521739,-0.40499565,-0.7231333333033102,-0.7231333333033102,1.0
2080000,0.599935,221.14285714285714,-0.3999387,-0.7403587038102357,-0.7403587038102357,1.0
2090000,0.57088155,143.53061224489795,-0.4128832,-0.7119605770477881,-0.7119605770477881,1.0
2100000,0.59395,217.5857142857143,-0.41821167,-0.6579071419579642,-0.6579071419579642,1.0
2110000,0.6240676,97.74782608695652,-0.45944598,-0.7436889896699048,-0.7436889896699048,1.0
2120000,0.60746557,78.61029411764706,-0.47257054,-0.7852260404162936,-0.7852260404162936,1.0
2130000,0.65501755,94.89814814814815,-0.47217825,-0.7984716336314495,-0.7984716336314495,1.0
2140000,0.6660994,63.80898876404494,-0.4677367,-0.7782993824393661,-0.7782993824393661,1.0
2150000,0.6252919,139.05494505494505,-0.45690066,-0.7746306439881684,-0.7746306439881684,1.0
2160000,0.64040136,99.40860215053763,-0.46176308,-0.7223989687015101,-0.7223989687015101,1.0
2170000,0.6319347,105.34482758620689,-0.4612264,-0.6863927427799471,-0.6863927427799471,1.0
2180000,0.6657873,59.70909090909091,-0.462081,-0.7696259612074265,-0.7696259612074265,1.0
2190000,0.58658534,102.77443609022556,-0.50202304,-0.7989085810397988,-0.7989085810397988,1.0
2200000,0.757948,86.6195652173913,-0.4707272,-0.7505522729320959,-0.7505522729320959,1.0
2210000,0.6547068,88.96638655462185,-0.49813727,-0.6944000087385103,-0.6944000087385103,1.0
2220000,0.6294114,80.05343511450381,-0.49859208,-0.7560685175436515,-0.7560685175436515,1.0
2230000,0.6880362,67.13274336283186,-0.48697314,-0.7253169723606985,-0.7253169723606985,1.0
2240000,0.6882554,152.29032258064515,-0.49030572,-0.774749998123415,-0.774749998123415,1.0
2250000,0.58961064,47.29220779220779,-0.49080965,-0.6521766432806065,-0.6521766432806065,1.0
2260000,0.7850047,167.88636363636363,-0.45047402,-0.7756187498569489,-0.7756187498569489,1.0
2270000,0.6573318,184.95555555555555,-0.40702456,-0.5825104644132215,-0.5825104644132215,1.0
2280000,0.62216395,143.69230769230768,-0.44156557,-0.8682556590943966,-0.8682556590943966,1.0
2290000,0.64258313,227.9777777777778,-0.47861442,-0.7448383331298828,-0.7448383331298828,1.0
2300000,0.561509,70.44927536231884,-0.47283763,-0.7783944441212548,-0.7783944441212548,1.0
2310000,0.58678937,85.5,-0.45289978,-0.6621999979019165,-0.6621999979019165,1.0
2320000,0.74476606,235.12307692307692,-0.4324841,-0.5974185485993663,-0.5974185485993663,1.0
2330000,0.8176789,138.96363636363637,-0.46335292,-0.789812281466367,-0.789812281466367,1.0
2340000,0.7539518,171.45555555555555,-0.49547726,-0.7596825303801571,-0.7596825303801571,1.0
2350000,0.7117032,69.05714285714286,-0.50299937,-0.7980443027955068,-0.7980443027955068,1.0
2360000,0.4848729,108.171875,-0.5199916,-0.8441124986857176,-0.8441124986857176,1.0
2370000,0.57732445,147.9857142857143,-0.51884633,-0.9034556448459625,-0.9034556448459625,1.0
2380000,0.63680834,139.5,-0.52618295,-0.7867482900619507,-0.7867482900619507,1.0
2390000,0.7098478,88.125,-0.52154666,-0.7340483332673708,-0.7340483332673708,1.0
2400000,0.67279273,56.59183673469388,-0.46850488,-0.6869990194545073,-0.6869990194545073,1.0
2410000,0.6783773,126.95,-0.485824,-0.7902377205982543,-0.7902377205982543,1.0
2420000,0.6853891,267.8076923076923,-0.44370663,-0.7504365375408759,-0.7504365375408759,1.0
2430000,0.7206149,283.10869565217394,-0.4556423,-0.7149877548217773,-0.7149877548217773,1.0
2440000,0.67649853,170.2,-0.37917185,-0.6528652180796084,-0.6528652180796084,1.0
2450000,0.6709837,146.92957746478874,-0.46907297,-0.7082576916768001,-0.7082576916768001,1.0
2460000,0.6607882,132.0701754385965,-0.49559176,-0.8352298156930766,-0.8352298156930766,1.0
2470000,0.6574513,112.21238938053098,-0.49971795,-0.7801644059561067,-0.7801644059561067,1.0
2480000,0.6658224,94.25287356321839,-0.47313076,-0.8394614944512817,-0.8394614944512817,1.0
2490000,0.6758728,56.63265306122449,-0.467241,-0.6909258663654327,-0.6909258663654327,1.0
2500000,0.5557422,266.57142857142856,-0.4307835,-0.7404120004177094,-0.7404120004177094,1.0
2510000,0.61401606,142.27272727272728,-0.45300224,-0.7289969126383463,-0.7289969126383463,1.0
2520000,0.6709919,130.04166666666666,-0.47543097,-0.7538205475023348,-0.7538205475023348,1.0
2530000,0.68252015,132.92134831460675,-0.47824806,-0.7769699987243204,-0.7769699987243204,1.0
2540000,0.70647424,70.83157894736843,-0.48944038,-0.8167035707405635,-0.8167035707405635,1.0
2550000,0.6662355,110.77142857142857,-0.46433383,-0.7380337491631508,-0.7380337491631508,1.0
2560000,0.67224973,145.8165137614679,-0.46413428,-0.6542469427293661,-0.6542469427293661,1.0
2570000,0.75993675,99.55555555555556,-0.45752195,-0.8254300005733967,-0.8254300005733967,1.0
2580000,0.7111639,234.27777777777777,-0.43400466,-0.70435740881496,-0.70435740881496,1.0
2590000,0.6498087,84.61797752808988,-0.48598403,-0.7880367952657034,-0.7880367952657034,1.0
2600000,0.7098631,111.46376811594203,-0.4709697,-0.7573581088233639,-0.7573581088233639,1.0
2610000,0.6257841,177.76923076923077,-0.4773017,-0.8028366281542667,-0.8028366281542667,1.0
2620000,0.6338773,53.236559139784944,-0.46048954,-0.5846312536547581,-0.5846312536547581,1.0
2630000,0.5966646,101.36363636363636,-0.44470635,-0.623877535695615,-0.623877535695615,1.0
2640000,0.55694497,126.7741935483871,-0.4496531,-0.6893408631765714,-0.6893408631765714,1.0
2650000,0.6775133,117.29203539823008,-0.4863402,-0.7418655167365896,-0.7418655167365896,1.0
2660000,0.70388293,141.59420289855072,-0.46406972,-0.7277772706566434,-0.7277772706566434,1.0
2670000,0.82321835,129.7111111111111,-0.41994482,-0.6837707307280564,-0.6837707307280564,1.0
2680000,0.6674685,159.82978723404256,-0.46457613,-0.8128447917600473,-0.8128447917600473,1.0
2690000,0.6379446,70.33333333333333,-0.45927402,-0.8814544553803926,-0.8814544553803926,1.0
2700000,0.59593976,127.40350877192982,-0.48993707,-0.7816015045151455,-0.7816015045151455,1.0
2710000,0.68360764,84.01515151515152,-0.42011857,-0.5461605410826834,-0.5461605410826834,1.0
2720000,0.7031759,55.604166666666664,-0.4229085,-0.608026785509927,-0.608026785509927,1.0
2730000,0.7534684,266.0408163265306,-0.4059265,-0.6389957438123987,-0.6389957438123987,1.0
2740000,0.64326924,175.09649122807016,-0.46568015,-0.6868813721572652,-0.6868813721572652,1.0
2750000,0.5653679,56.49367088607595,-0.48566014,-0.7692094568799182,-0.7692094568799182,1.0
2760000,0.67828524,44.57692307692308,-0.4721351,-0.634370610004163,-0.634370610004163,1.0
2770000,0.75200534,67.61764705882354,-0.47088274,-0.890738355786833,-0.890738355786833,1.0
2780000,0.7271966,184.43076923076924,-0.44273108,-0.6421330188805202,-0.6421330188805202,1.0
2790000,0.5916921,149.4375,-0.46888733,-0.7714458319048086,-0.7714458319048086,1.0
2800000,0.5982428,117.71052631578948,-0.47633597,-0.6870046606508352,-0.6870046606508352,1.0
2810000,0.7789848,64.42028985507247,-0.46321464,-0.85533405818801,-0.85533405818801,1.0
2820000,0.64223623,114.28169014084507,-0.46692985,-0.6851828960995925,-0.6851828960995925,1.0
2830000,0.59874886,95.69642857142857,-0.4677509,-0.7904704993963242,-0.7904704993963242,1.0
2840000,0.6110985,111.5925925925926,-0.48327228,-0.614482069015503,-0.614482069015503,1.0
2850000,0.5359852,72.08849557522124,-0.500096,-0.7768366439589138,-0.7768366439589138,1.0
2860000,0.61618227,87.82758620689656,-0.45945323,-0.705118750306693,-0.705118750306693,1.0
2870000,0.7574655,153.58,-0.45874214,-0.8536166879865859,-0.8536166879865859,1.0
2880000,0.736507,117.91176470588235,-0.45632598,-0.5383111932384435,-0.5383111932384435,1.0
