Steps,Policy/Entropy,Environment/Lesson,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,3.2957845,0.0,1231.8,0.03714973,0.7364792227745056,0.7364792227745056,1.0
20000,3.2957838,0.0,2999.0,0.034724314,0.0,0.0,1.0
30000,3.2957866,0.0,2999.0,0.025697643,0.0,0.0,1.0
40000,3.2957828,0.0,1521.6,0.038096774,0.12802572250366212,0.12802572250366212,1.0
50000,3.2957842,0.0,2999.0,0.037588634,0.0,0.0,1.0
60000,3.2957857,0.0,2999.0,0.035210155,0.0,0.0,1.0
70000,3.2957854,0.0,2999.0,0.030071551,0.0,0.0,1.0
80000,3.2957826,0.0,2537.0,0.03661791,0.15402507781982422,0.15402507781982422,1.0
90000,3.295784,0.0,2450.3333333333335,0.03656956,-0.25,-0.25,1.0
100000,3.295782,0.0,2272.4,0.04048127,0.24214426279067994,0.24214426279067994,1.0
110000,3.2957802,0.0,2999.0,0.040465493,0.0,0.0,1.0
120000,3.2957828,0.0,2999.0,0.036634453,0.0,0.0,1.0
130000,3.2957857,0.0,2999.0,0.037687194,0.0,0.0,1.0
140000,3.2957842,0.0,2284.25,0.03150961,0.253576656182607,0.253576656182607,1.0
150000,3.2957852,0.0,2999.0,0.030644963,-0.25,-0.25,1.0
160000,3.2957847,0.0,2936.5,0.035075925,0.020876199007034302,0.020876199007034302,1.0
170000,3.295783,0.0,2719.6666666666665,0.03355414,-0.3333333333333333,-0.3333333333333333,1.0
180000,3.2957852,0.0,2999.0,0.035719972,0.0,0.0,1.0
190000,3.2957852,0.0,2169.8333333333335,0.03185769,-0.3333333333333333,-0.3333333333333333,1.0
200000,3.2957835,0.0,2254.0,0.033219453,0.2483000010251999,0.2483000010251999,1.0
210000,3.295786,0.0,2999.0,0.036704257,0.0,0.0,1.0
220000,3.295786,0.0,2831.3333333333335,0.032315373,-0.25,-0.25,1.0
230000,3.2957804,0.0,2431.6,0.035491154,0.18910661935806275,0.18910661935806275,1.0
240000,3.2957845,0.0,2042.2,0.03640394,-0.05823261737823486,-0.05823261737823486,1.0
250000,3.2957845,0.0,2957.0,0.033113517,-0.25,-0.25,1.0
260000,3.295783,0.0,2204.6,0.03663237,0.26485390663146974,0.26485390663146974,1.0
270000,3.2957838,0.0,2649.3333333333335,0.038644366,0.1165301005045573,0.1165301005045573,1.0
280000,3.295782,0.0,2577.25,0.033688985,-0.25,-0.25,1.0
290000,3.2957838,0.0,2208.0,0.033496518,-0.0013000071048736572,-0.0013000071048736572,1.0
300000,3.2957828,0.0,2747.3333333333335,0.04104452,0.0838552713394165,0.0838552713394165,1.0
