Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,3.295819,43.44888888888889,0.0194965,-0.9289252236485481,-0.9289252236485481,1.0
20000,3.295818,42.68695652173913,0.024998952,-0.9394260870373767,-0.9394260870373767,1.0
30000,3.2958183,43.522222222222226,0.019093977,-0.966748888956176,-0.966748888956176,1.0
40000,3.2958193,88.23134328358209,0.027104396,-0.9557850778992496,-0.9557850778992496,1.0
50000,3.2958193,39.48987854251012,0.021265239,-0.9677842109792145,-0.9677842109792145,1.0
60000,3.2958186,44.259574468085106,0.022911623,-0.974554680763407,-0.974554680763407,1.0
70000,3.2958188,69.59677419354838,0.019830126,-0.9202055997848511,-0.9202055997848511,1.0
80000,3.2958193,60.20786516853933,0.02732457,-1.0,-1.0,1.0
90000,3.2958193,43.705069124423964,0.017751848,-0.9541264983915514,-0.9541264983915514,1.0
100000,3.295819,36.82641509433962,0.017260652,-0.9849711319185653,-0.9849711319185653,1.0
110000,3.2958179,44.20814479638009,0.024168387,-0.9460395930579345,-0.9460395930579345,1.0
120000,3.295819,45.84507042253521,0.019608721,-0.9627237098877419,-0.9627237098877419,1.0
130000,3.2958188,49.09,0.026994657,-0.9600336698431465,-0.9600336698431465,1.0
140000,3.2958188,50.15816326530612,0.025061805,-0.9798720820906198,-0.9798720820906198,1.0
150000,3.2958188,36.78030303030303,0.021287821,-0.9547986744931249,-0.9547986744931249,1.0
160000,3.295819,40.30327868852459,0.022960143,-0.918541394540521,-0.918541394540521,1.0
170000,3.2958186,42.75121951219512,0.028136384,-0.9616259735764809,-0.9616259735764809,1.0
180000,3.2958188,51.59615384615385,0.02584651,-0.971096618451934,-0.971096618451934,1.0
190000,3.2958188,42.307359307359306,0.017398594,-0.9655651527565795,-0.9655651527565795,1.0
200000,3.2958183,47.133971291866025,0.023744518,-0.9811270356748663,-0.9811270356748663,1.0
210000,3.295819,43.620535714285715,0.023204561,-0.9911124998969691,-0.9911124998969691,1.0
220000,3.295819,42.86521739130435,0.023454458,-0.9133369562418564,-0.9133369562418564,1.0
230000,3.2958193,45.07906976744186,0.022375988,-0.9537923261176708,-0.9537923261176708,1.0
