Steps,Policy/Entropy,Environment/Lesson,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,3.2958045,0.0,2171.75,0.040265046,0.367703636487325,0.367703636487325,1.0
20000,3.295806,0.0,1592.0,0.03977237,0.3517741560935974,0.3517741560935974,1.0
30000,3.295803,0.0,2159.3333333333335,0.039682165,-0.16784444451332092,-0.16784444451332092,1.0
40000,3.2957995,0.0,2610.8,0.038691077,0.1617153435945511,0.1617153435945511,1.0
50000,3.2958035,0.0,2999.0,0.036927145,0.0,0.0,1.0
60000,3.2958047,0.0,2999.0,0.0351726,0.0,0.0,1.0
70000,3.2958016,0.0,2999.0,0.034848988,0.0,0.0,1.0
80000,3.2958052,0.0,2964.3333333333335,0.03642615,-0.25,-0.25,1.0
90000,3.2958026,0.0,2999.0,0.033390958,0.0,0.0,1.0
100000,3.2958033,0.0,2830.0,0.033838425,0.07514790693918864,0.07514790693918864,1.0
110000,3.2958047,0.0,1722.5,0.034595635,-0.4,-0.4,1.0
120000,3.2958057,0.0,2999.0,0.039506424,0.0,0.0,1.0
130000,3.2958045,0.0,2999.0,0.041561633,0.0,0.0,1.0
140000,3.2958064,0.0,2325.75,0.036754366,-0.024666953086853027,-0.024666953086853027,1.0
150000,3.2958045,0.0,1642.5,0.035565127,-0.014766762653986612,-0.014766762653986612,1.0
160000,3.2958038,0.0,2708.0,0.03865034,0.09701010584831238,0.09701010584831238,1.0
170000,3.2958033,0.0,2999.0,0.040011626,0.0,0.0,1.0
180000,3.2958024,0.0,2778.75,0.034088593,-0.25,-0.25,1.0
190000,3.2958066,0.0,2469.3333333333335,0.035465267,-0.5,-0.5,1.0
200000,3.2958024,0.0,2397.3333333333335,0.03462332,0.1504318118095398,0.1504318118095398,1.0
210000,3.2958064,0.0,2523.0,0.03498896,-0.2,-0.2,1.0
220000,3.2958043,0.0,2999.0,0.03607443,0.0,0.0,1.0
230000,3.295804,0.0,2045.5,0.03545385,-0.3333333333333333,-0.3333333333333333,1.0
240000,3.2958045,0.0,1720.8333333333333,0.038871586,0.47710347175598145,0.47710347175598145,1.0
250000,3.295804,0.0,2939.5,0.038083658,-0.25,-0.25,1.0
260000,3.2958038,0.0,2644.0,0.04324703,0.11828428506851196,0.11828428506851196,1.0
270000,3.295806,0.0,2075.8333333333335,0.03316401,0.30774417519569397,0.30774417519569397,1.0
280000,3.2958062,0.0,2932.6666666666665,0.04127988,0.03318941593170166,0.03318941593170166,1.0
290000,3.2958045,0.0,2999.0,0.041062444,0.0,0.0,1.0
300000,3.2958047,0.0,1998.2,0.037988827,-0.05612081289291382,-0.05612081289291382,1.0
310000,3.2958033,0.0,2897.75,0.033687912,0.033787310123443604,0.033787310123443604,1.0
320000,3.295805,0.0,2999.0,0.03757882,0.0,0.0,1.0
330000,3.2958052,0.0,2401.4,0.030395778,0.19922666549682616,0.19922666549682616,1.0
340000,3.2958052,0.0,2999.0,0.036455967,0.0,0.0,1.0
350000,3.295807,0.0,2999.0,0.037429284,0.0,0.0,1.0
360000,3.2958074,0.0,2999.0,0.038258623,0.0,0.0,1.0
370000,3.2958071,0.0,2490.6,0.03698238,-0.2,-0.2,1.0
380000,3.295802,0.0,2692.25,0.042397846,0.10229116678237915,0.10229116678237915,1.0
390000,3.2958035,0.0,2999.0,0.035507865,0.0,0.0,1.0
400000,3.2958033,0.0,2763.6666666666665,0.037352502,0.11771970987319946,0.11771970987319946,1.0
410000,3.295805,0.0,2236.0,0.035632074,0.1907491683959961,0.1907491683959961,1.0
420000,3.295807,0.0,2373.6,0.036770947,0.20850744247436523,0.20850744247436523,1.0
430000,3.2958047,0.0,2457.6,0.03596935,0.2255164235830307,0.2255164235830307,1.0
440000,3.2958038,0.0,2075.3333333333335,0.037854876,-0.25,-0.25,1.0
450000,3.2958043,0.0,2507.6,0.039057422,0.16378618478775026,0.16378618478775026,1.0
460000,3.2958064,0.0,2231.2,0.036684453,-0.006233319640159607,-0.006233319640159607,1.0
470000,3.2958057,0.0,2999.0,0.03613142,0.0,0.0,1.0
480000,3.295801,0.0,2863.5,0.03332181,-0.25,-0.25,1.0
490000,3.2958019,0.0,2999.0,0.038531482,0.0,0.0,1.0
500000,3.2958057,0.0,2999.0,0.0356612,0.0,0.0,1.0
510000,3.295803,0.0,2999.0,0.040789776,0.0,0.0,1.0
520000,3.290775,0.0,2874.25,0.035827436,0.08321604132652283,0.08321604132652283,1.0
530000,3.2866323,0.0,None,0.044228163,0.0,0.0,1.0
540000,3.288805,0.0,2405.8,0.0437891,0.2471499890089035,0.2471499890089035,1.0
550000,3.2881331,0.0,2999.0,0.043535493,0.0,0.0,1.0
560000,3.288189,0.0,2999.0,0.043851223,0.0,0.0,1.0
570000,3.2884467,0.0,2504.2,0.043595307,0.16491954326629638,0.16491954326629638,1.0
580000,3.2884681,0.0,2426.2,0.04176781,-0.07296109199523926,-0.07296109199523926,1.0
590000,3.288572,0.0,2977.25,0.043459903,-0.3333333333333333,-0.3333333333333333,1.0
600000,3.28929,0.0,2999.0,0.040546235,0.0,0.0,1.0
610000,3.2874649,0.0,2999.0,0.04386225,0.0,0.0,1.0
620000,3.2886293,0.0,2741.25,0.046826776,0.0859648585319519,0.0859648585319519,1.0
630000,3.2884102,0.0,2839.75,0.043739185,0.05309566855430603,0.05309566855430603,1.0
640000,3.2890313,0.0,2428.6,0.04140478,0.19014663696289064,0.19014663696289064,1.0
650000,3.2890737,0.0,2999.0,0.03930401,0.0,0.0,1.0
660000,3.2884138,0.0,2999.0,0.042001985,0.0,0.0,1.0
670000,3.2880692,0.0,2999.0,0.04366181,0.0,0.0,1.0
680000,3.288254,0.0,2843.0,0.041353293,-0.3333333333333333,-0.3333333333333333,1.0
690000,3.288945,0.0,2835.25,0.04047783,-0.25,-0.25,1.0
700000,3.2886958,0.0,2999.0,0.04665906,0.0,0.0,1.0
710000,3.2890978,0.0,2131.75,0.044242725,-0.09281806647777557,-0.09281806647777557,1.0
720000,3.288387,0.0,2333.8,0.04192771,-0.05556080341339111,-0.05556080341339111,1.0
730000,3.2884963,0.0,2974.75,0.04214441,0.010886669158935547,0.010886669158935547,1.0
740000,3.2891667,0.0,1476.6,0.040512238,-0.14163549741109213,-0.14163549741109213,1.0
750000,3.288558,0.0,2438.0,0.040393636,0.2337498962879181,0.2337498962879181,1.0
760000,3.2886486,0.0,2999.0,0.041741602,0.0,0.0,1.0
770000,3.2883153,0.0,2999.0,0.040698525,0.0,0.0,1.0
780000,3.2886746,0.0,2525.8,0.041137163,-0.25,-0.25,1.0
790000,3.289276,0.0,2804.3333333333335,0.042098027,0.04873088002204895,0.04873088002204895,1.0
800000,3.288601,0.0,2186.4,0.03900939,-0.4,-0.4,1.0
810000,3.2878153,0.0,2796.75,0.043828927,-0.25,-0.25,1.0
820000,3.2876143,0.0,2976.25,0.04269314,0.010175863901774088,0.010175863901774088,1.0
830000,3.2879426,0.0,2999.0,0.046369344,0.0,0.0,1.0
840000,3.2880404,0.0,2271.5,0.04292671,0.19398669004440308,0.19398669004440308,1.0
850000,3.2887673,0.0,2999.0,0.039826162,0.0,0.0,1.0
860000,3.2880998,0.0,2999.0,0.040978517,0.0,0.0,1.0
870000,3.2889035,0.0,2999.0,0.04255408,0.0,0.0,1.0
880000,3.2890298,0.0,2474.5,0.0447738,0.17484889924526215,0.17484889924526215,1.0
890000,3.2889633,0.0,2254.0,0.044095483,0.3311111132303874,0.3311111132303874,1.0
900000,3.2892613,0.0,2999.0,0.043927576,0.0,0.0,1.0
910000,3.288326,0.0,2999.0,0.044864584,0.0,0.0,1.0
920000,3.2879868,0.0,2999.0,0.043855347,0.0,0.0,1.0
930000,3.2890375,0.0,1949.5,0.044049527,-0.04254724979400635,-0.04254724979400635,1.0
940000,3.2884634,0.0,2999.0,0.042661734,0.0,0.0,1.0
950000,3.2885334,0.0,2999.0,0.042790323,0.0,0.0,1.0
960000,3.289458,0.0,2500.0,0.042849675,0.16629289388656615,0.16629289388656615,1.0
970000,3.2883186,0.0,2999.0,0.042274524,0.0,0.0,1.0
