Steps,Policy/Entropy,Environment/Lesson,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,3.2958186,0.0,-0.014589986,2782.5,1.3000000715255737,1.3000000715255737,1.0
20000,3.2958171,0.0,-0.009721211,2520.5,0.7063789367675781,0.7063789367675781,1.0
30000,3.2958174,0.0,-0.0108155655,1938.4,1.4946439762910206,1.4946439762910206,1.0
40000,3.2958164,0.0,-0.018457996,2769.0,1.1750000268220901,1.1750000268220901,1.0
50000,3.2958176,0.0,-0.012466893,2544.4,0.7250000387430191,0.7250000387430191,1.0
60000,3.2958183,0.0,-0.011844078,2999.0,1.1000000437100728,1.1000000437100728,1.0
70000,3.2958171,0.0,-0.013106162,2999.0,0.9000000357627869,0.9000000357627869,1.0
80000,3.295817,0.0,-0.01645353,2320.8,0.38000003099441526,0.38000003099441526,1.0
90000,3.295817,0.0,-0.008878034,2999.0,2.3000000715255737,2.3000000715255737,1.0
100000,3.2958176,0.0,-0.014536006,2447.75,1.6250000596046448,1.6250000596046448,1.0
110000,3.2958186,0.0,-0.013370267,2662.75,1.4620370119810104,1.4620370119810104,1.0
120000,3.2958176,0.0,-0.015063045,2999.0,1.8000000566244125,1.8000000566244125,1.0
130000,3.295817,0.0,-0.018200878,2999.0,1.6000000834465027,1.6000000834465027,1.0
140000,3.2958171,0.0,-0.01608074,2937.5,1.4777311086654663,1.4777311086654663,1.0
150000,3.2958183,0.0,-0.01812573,2743.0,1.700000062584877,1.700000062584877,1.0
160000,3.2958179,0.0,-0.01790723,2720.3333333333335,1.392851452032725,1.392851452032725,1.0
170000,3.2958179,0.0,-0.016772468,2737.25,1.475000038743019,1.475000038743019,1.0
180000,3.2958176,0.0,-0.015440728,2784.0,1.7717493971188862,1.7717493971188862,1.0
190000,3.295818,0.0,-0.010906128,2999.0,1.2750000357627869,1.2750000357627869,1.0
200000,3.2958179,0.0,-0.018100249,2342.0,1.689474180340767,1.689474180340767,1.0
210000,3.295818,0.0,-0.020162152,1659.8333333333333,1.1118778089682262,1.1118778089682262,1.0
220000,3.2958183,0.0,-0.013287142,2999.0,1.1000000437100728,1.1000000437100728,1.0
230000,3.295817,0.0,-0.00852854,2709.5,1.397208309173584,1.397208309173584,1.0
240000,3.2958171,0.0,-0.017112216,2410.2,0.3500000238418579,0.3500000238418579,1.0
250000,3.2958176,0.0,-0.017703246,2087.5,1.1666666865348816,1.1666666865348816,1.0
260000,3.2958171,0.0,-0.017057257,2123.8,1.7317051410675048,1.7317051410675048,1.0
270000,3.2958174,0.0,-0.0151723875,2999.0,1.3500000536441803,1.3500000536441803,1.0
280000,3.2958179,0.0,-0.014232795,1772.0,1.2931544085343678,1.2931544085343678,1.0
290000,3.2958171,0.0,-0.009503945,2999.0,0.9000000357627869,0.9000000357627869,1.0
300000,3.2958176,0.0,-0.013819885,2999.0,1.5750000476837158,1.5750000476837158,1.0
310000,3.2958179,0.0,-0.009635086,2999.0,2.100000038743019,2.100000038743019,1.0
320000,3.2958167,0.0,-0.016177423,2333.8,2.512598979473114,2.512598979473114,1.0
330000,3.2958188,0.0,-0.013754844,2503.8,1.5563161373138428,1.5563161373138428,1.0
340000,3.295818,0.0,-0.0136972545,2591.0,0.836055060227712,0.836055060227712,1.0
350000,3.2958179,0.0,-0.01411027,2999.0,0.8000000317891439,0.8000000317891439,1.0
360000,3.2958171,0.0,-0.018960945,2999.0,1.2000000476837158,1.2000000476837158,1.0
370000,3.2958164,0.0,-0.02032126,2999.0,1.275000050663948,1.275000050663948,1.0
380000,3.2958176,0.0,-0.017377697,2799.75,1.8664085417985916,1.8664085417985916,1.0
390000,3.2958179,0.0,-0.012633577,2999.0,1.275000050663948,1.275000050663948,1.0
400000,3.2958174,0.0,-0.008190888,2554.25,1.4714211523532867,1.4714211523532867,1.0
410000,3.295817,0.0,-0.014399986,2856.3333333333335,0.8666667143503824,0.8666667143503824,1.0
420000,3.295817,0.0,-0.012151942,2265.0,0.8666667143503824,0.8666667143503824,1.0
430000,3.2958176,0.0,-0.02045747,2999.0,2.6250001192092896,2.6250001192092896,1.0
440000,3.295818,0.0,-0.0154897785,2411.0,1.7709992825984955,1.7709992825984955,1.0
450000,3.2958171,0.0,-0.012811696,2334.4,1.020359182357788,1.020359182357788,1.0
460000,3.2958186,0.0,-0.011223068,2672.75,1.6837384402751923,1.6837384402751923,1.0
470000,3.2958176,0.0,-0.011021498,2500.6666666666665,0.1333333651224772,0.1333333651224772,1.0
480000,3.2958174,0.0,-0.017526554,2196.5,1.3175102174282074,1.3175102174282074,1.0
490000,3.295818,0.0,-0.01191589,2999.0,1.5000000596046448,1.5000000596046448,1.0
500000,3.2958186,0.0,-0.016077926,2263.75,1.2951000332832336,1.2951000332832336,1.0
510000,3.295818,0.0,-0.012027481,2359.25,0.9666666984558105,0.9666666984558105,1.0
520000,3.291095,0.0,-0.0035132885,2590.75,1.226158571243286,1.226158571243286,1.0
530000,3.291601,0.0,0.010666359,None,1.5972050825754802,1.5972050825754802,1.0
540000,3.2893584,0.0,0.008122418,2740.0,3.814774051308632,3.814774051308632,1.0
550000,3.2897573,0.0,0.0058447276,2127.1666666666665,1.4800000309944152,1.4800000309944152,1.0
560000,3.2893696,0.0,0.0075880466,2705.6666666666665,2.230853170156479,2.230853170156479,1.0
570000,3.2894208,0.0,0.0075265276,2523.25,3.1666667461395264,3.1666667461395264,1.0
580000,3.2892847,0.0,0.0071757957,2999.0,2.175000086426735,2.175000086426735,1.0
590000,3.2890506,0.0,0.009723709,1835.1666666666667,2.9112416009108224,2.9112416009108224,1.0
600000,3.2892296,0.0,0.0068082795,2009.1666666666667,2.6799327731132507,2.6799327731132507,1.0
610000,3.289905,0.0,0.007793448,2999.0,2.7000001072883606,2.7000001072883606,1.0
620000,3.288983,0.0,0.007650858,1612.6666666666667,2.299574000494821,2.299574000494821,1.0
630000,3.2895558,0.0,0.003428161,1787.7142857142858,1.281966765721639,1.281966765721639,1.0
640000,3.2899187,0.0,0.004702803,2470.3333333333335,1.625,1.625,1.0
650000,3.2896457,0.0,0.014408787,1798.7142857142858,1.663121889034907,1.663121889034907,1.0
660000,3.2897325,0.0,0.005093905,2999.0,1.8000000913937886,1.8000000913937886,1.0
670000,3.289758,0.0,0.0071204277,2353.25,2.425000101327896,2.425000101327896,1.0
680000,3.2893925,0.0,0.005552897,2690.5,0.6250000447034836,0.6250000447034836,1.0
690000,3.2894025,0.0,0.0031139685,2805.5,1.6250000298023224,1.6250000298023224,1.0
700000,3.289688,0.0,0.007181157,2314.8,2.3850998133420944,2.3850998133420944,1.0
710000,3.2898638,0.0,0.007159681,2999.0,1.575000062584877,1.575000062584877,1.0
720000,3.28911,0.0,0.006481114,2759.75,2.125000089406967,2.125000089406967,1.0
730000,3.2893825,0.0,0.008906349,2462.5,3.3428166111310325,3.3428166111310325,1.0
740000,3.289893,0.0,0.005772664,1695.5,2.189666191736857,2.189666191736857,1.0
750000,3.289717,0.0,0.0038484687,2518.0,1.4200000643730164,1.4200000643730164,1.0
760000,3.2890127,0.0,0.007413067,2999.0,2.925000101327896,2.925000101327896,1.0
770000,3.2897527,0.0,0.007887334,1849.5714285714287,2.4208333591620126,2.4208333591620126,1.0
780000,3.2894857,0.0,0.0069448487,1917.0,1.111319375038147,1.111319375038147,1.0
790000,3.2895372,0.0,0.005897716,1965.6666666666667,0.6740432480971018,0.6740432480971018,1.0
800000,3.2896051,0.0,0.0041334303,2999.0,2.7000001072883606,2.7000001072883606,1.0
810000,3.2894137,0.0,0.008600996,2027.25,1.0750000327825546,1.0750000327825546,1.0
820000,3.2895417,0.0,0.008951412,1953.0,1.109741977282933,1.109741977282933,1.0
830000,3.2894235,0.0,0.005157962,2738.75,2.3368496894836426,2.3368496894836426,1.0
840000,3.2893908,0.0,0.0077890265,2199.25,2.4182872573534646,2.4182872573534646,1.0
850000,3.2897594,0.0,0.0033313788,2794.0,1.8262131959199905,1.8262131959199905,1.0
860000,3.2895832,0.0,0.01364176,1854.4285714285713,2.395808986255101,2.395808986255101,1.0
870000,3.2898765,0.0,0.0040722163,2999.0,0.9000000357627869,0.9000000357627869,1.0
880000,3.289339,0.0,0.0049853013,2316.0,0.7200000643730163,0.7200000643730163,1.0
890000,3.2895231,0.0,0.011117784,1857.1666666666667,1.6806646088759105,1.6806646088759105,1.0
900000,3.2896473,0.0,0.004871131,2123.6,1.4485060214996337,1.4485060214996337,1.0
910000,3.2898092,0.0,0.0009479638,2999.0,2.600000043710073,2.600000043710073,1.0
920000,3.2896194,0.0,0.0055628866,2999.0,1.5000000596046448,1.5000000596046448,1.0
930000,3.2895052,0.0,0.012285312,1877.142857142857,1.5596571138926916,1.5596571138926916,1.0
940000,3.2890227,0.0,0.005703086,2394.2,1.6020496189594269,1.6020496189594269,1.0
950000,3.2898562,0.0,0.0022387374,2999.0,2.1000000635782876,2.1000000635782876,1.0
